UMAP1,UMAP2
8.1388235,-0.6540903
-3.115674,3.8824441
1.479569,7.7748294
0.7708727,4.80381
9.952548,8.878599
0.74705964,4.268078
1.7767335,3.4525309
2.458291,3.9683714
5.265058,1.5151695
-1.6136228,3.4070928
0.17820242,6.1069465
2.401101,4.309009
-3.9703822,3.4033651
10.464652,10.917665
7.854137,-2.582729
11.379063,10.326232
9.561413,9.262317
-3.2026348,3.4981205
7.115739,-2.7017214
11.036275,11.1648245
-1.2589616,3.543666
-1.6974552,7.093805
0.4909716,6.464515
12.203244,9.940564
10.446138,8.888249
4.9999614,1.9612807
6.5756116,1.5924054
-1.3135235,3.4984448
7.4004245,-0.067472786
0.608366,3.4399517
1.7616028,8.223279
-2.7612164,3.3790038
12.017513,10.247238
0.48645282,5.7692485
9.995218,10.492838
11.411529,9.358758
-2.4034984,2.625893
11.5680275,7.7693043
11.934665,7.3089767
7.7171955,1.2260764
0.17597471,5.394206
-2.4064088,1.8936522
9.7127,10.49158
11.136054,8.879712
11.492702,7.6046
7.6920176,1.6538969
2.380533,8.508265
7.5835404,-2.8649056
7.7938585,-2.554535
1.3760139,6.530107
1.1599643,7.794156
0.789321,4.8005033
10.383992,11.041346
6.643028,-2.6616428
1.1114691,6.625151
9.340348,9.70476
11.934491,6.7077985
6.4354825,-2.296866
9.993621,10.616075
0.4113409,4.9001546
-2.0351248,3.7238948
9.76465,9.012995
10.391819,8.646334
1.2843701,4.254555
1.6208866,4.7460666
12.024881,10.292751
0.50170916,6.0528502
2.5563614,4.4429893
1.5268344,6.466358
7.338924,-2.3834786
-0.551893,5.8840656
-2.7406926,1.8903948
-3.0809238,3.6741984
-2.2374542,6.6888165
10.030143,9.8053875
0.3283325,6.150755
2.0715644,4.4763784
6.40962,-2.205366
2.4984083,8.833992
0.85379237,3.5743837
11.322193,6.92609
1.3055394,7.292615
12.682295,7.3436627
10.462809,9.406473
-2.1346867,6.768038
-2.3975368,3.3727398
2.142499,3.9236588
12.185196,10.333388
1.321679,4.1412764
-1.080668,6.728242
10.203835,10.894615
11.417832,7.036749
6.801989,0.964496
6.6581283,1.6658618
-0.7784266,5.956604
0.36713392,6.3747625
0.50266653,3.6232457
11.201905,6.850261
8.072773,-0.6422192
7.7676053,0.92312515
2.8562899,9.1134
11.249959,7.804375
0.57195735,4.848823
12.2116785,10.18279
9.370317,9.833914
11.813839,10.655322
-1.6366218,7.809783
0.8704774,5.794667
10.036829,9.854439
2.9907513,3.5117733
-1.5660583,7.1259966
12.0463085,9.256073
11.627009,11.002127
7.744697,-2.3633084
-1.7849573,3.6726747
2.5414279,8.845646
6.4285116,-2.1671567
10.870335,9.166521
5.5848823,0.74579376
4.7790895,2.2339897
6.327082,1.4255995
-1.9581742,6.868006
6.4755445,0.32746503
0.9701756,5.8439236
6.7021985,1.2858763
-2.4564307,1.916936
7.287981,-3.0903757
5.120664,1.2988172
0.67892694,4.417538
6.0724244,1.3830751
6.5868516,-2.305779
-2.592865,7.717549
0.6952868,6.2353134
6.682046,0.091482796
-2.327481,2.0514154
-1.6814883,7.9633155
9.438763,9.427992
-2.6425946,1.689459
-2.873809,3.3998175
9.993881,10.87024
-3.2602565,2.0961947
-2.344222,7.2259507
1.881917,8.153951
7.77017,-1.9397581
1.8430161,8.023644
0.6630051,4.314408
6.9468102,-3.128121
7.08649,1.2550316
4.9618154,1.2512437
-2.3206723,3.2986658
-2.2151663,3.6253262
0.60841966,4.9077306
0.23596369,6.62388
6.174658,1.6037327
0.17021841,5.1176186
-2.2963312,2.5757709
0.24135475,6.0394554
1.794059,4.8345437
0.072791815,5.9170628
7.28035,-2.3320334
1.5570896,4.9343653
0.8763793,3.2780259
-2.7470372,2.0436854
10.453774,10.751381
7.130828,1.6456223
5.7260747,1.8494866
12.071632,6.9025726
10.929071,7.8372283
-3.5177097,2.800552
-3.9489028,3.3422434
-3.4506416,2.1496642
11.475676,10.295492
4.588874,1.3858408
1.4221656,7.5099845
11.58492,7.311366
-1.9142332,7.8822155
1.1191916,8.199947
1.2378867,7.792643
7.71655,-2.652748
12.477598,8.133558
1.0418289,8.012949
7.7167683,-0.6250212
9.977539,10.493803
6.8989367,-3.1668637
6.3923483,-2.0703654
-2.4030852,1.8642573
-2.23816,3.62587
12.100522,6.7369256
10.9734335,7.751405
-1.2604856,7.822548
-3.226526,3.9281428
-3.4307292,2.0511494
-1.5810001,7.3790803
11.936552,10.179455
10.385749,10.904197
10.896351,7.8350787
10.084962,10.338081
0.2770113,4.824437
9.858834,8.902484
1.266439,5.7438946
-0.92543733,7.0344067
10.50779,10.530809
12.116454,9.835324
7.1509156,-0.20322081
11.569076,7.5299535
10.563303,9.886185
7.2487607,1.7533389
-2.8748097,3.3895166
11.720389,10.1864805
11.401598,7.9537363
5.5074406,1.0729829
1.5269908,4.9225173
-3.4387963,1.9450893
-2.6002169,7.343238
1.4876522,8.467957
5.530293,1.7470747
0.0063327714,5.302501
9.491287,9.2481
-3.3522263,1.9288228
2.0511987,3.6410987
-2.4467125,1.8819839
-1.4398177,7.142416
7.616101,1.483318
2.007097,3.6192317
1.1523677,4.3016157
-0.7857722,6.5690117
12.035027,10.264988
1.2528454,6.984325
12.919198,7.5730314
0.81923825,4.70243
2.9854531,3.5148299
1.0098081,4.523691
2.6039422,8.816676
-2.127567,7.5072136
2.6175635,4.2391577
4.914656,1.7897176
9.274146,9.858113
-1.4005101,3.0691912
1.7009152,3.4758334
0.8178029,6.206811
0.5838758,4.0618
7.156321,-2.2495167
10.124191,11.023798
0.77362454,4.9672475
-2.2197344,6.7409277
10.446884,10.96145
7.2614202,1.0459313
0.5415627,3.5285995
1.9058971,3.7828138
9.881035,9.630232
-1.9660792,2.813346
7.591787,-0.6224888
-0.4366501,6.8986216
-1.3702284,3.5313823
11.626601,9.5329485
10.097832,8.518599
0.86689323,4.0237203
2.7245986,4.41527
10.65403,11.134276
0.88571703,4.5724535
10.438229,11.090103
6.900081,-2.2237775
2.20665,3.5195484
10.362904,11.024151
12.088212,6.7751718
6.6936874,1.3544875
0.30086997,4.848375
-2.6182842,7.7906184
1.2508507,7.6268506
7.7893496,0.86675924
11.275449,10.406114
10.332268,10.589457
6.8967104,1.2963066
1.8870568,8.146824
7.804165,1.7484007
-1.727646,3.6800864
11.196529,11.184469
-3.0111141,4.06044
11.248073,10.403905
-1.6499113,7.0151343
0.74163055,3.5783064
-2.1703205,2.4242299
1.061707,4.4528565
6.8865395,-2.2319915
3.1524732,8.841981
8.111425,-0.6552731
7.4557734,1.4537455
11.923073,10.020896
0.59248894,3.4802728
4.9797235,1.289363
-2.72077,7.59533
0.7511695,4.0414743
10.246285,10.590968
7.3420744,-3.0527415
5.3444242,1.3840041
0.9383579,8.2900505
12.074488,6.7549386
12.627277,7.9230866
5.282868,1.7669048
-2.4934602,1.7365457
6.446189,0.8621228
10.266795,8.590402
2.5489223,3.6958978
9.965746,8.9617
2.0376713,3.5069103
-2.662844,2.1179006
-2.1162515,2.6195521
7.668976,1.6095812
6.777214,-2.933491
4.986653,1.9503461
-1.2654082,7.8259687
-1.4238344,3.2445352
-1.6582599,7.846398
4.643414,2.420455
-2.6919994,7.512883
5.915186,1.4180839
4.804704,1.3734335
1.8377138,4.8432713
-1.3398585,3.55952
-1.120497,3.3806293
11.913056,9.59556
-2.992355,4.0932584
11.424115,10.727173
1.4241805,7.994354
-0.45683452,6.869518
0.3733627,6.3904433
-4.010839,3.315089
9.627629,9.165142
11.280524,6.91718
5.3797655,1.5277346
-3.5419292,2.750006
9.527798,9.402165
12.366946,10.098422
1.6838607,7.0688014
11.795542,10.590804
7.8345103,-2.550716
-2.414372,2.6994255
10.857221,7.8927083
-1.2478217,7.830934
10.08072,10.305542
0.9795673,8.387159
10.106551,10.398588
2.9484568,9.025038
0.5267723,6.0502625
6.766719,0.21670298
5.8368163,0.7881863
-2.9262965,2.0691698
7.0680666,1.52682
2.2752757,3.6692438
1.7627342,7.6642866
0.2563799,5.519886
10.51922,10.439202
12.087953,9.828033
-3.21748,3.767212
-3.5139072,3.7780755
-2.541886,2.3161337
2.2181888,3.778369
5.619148,0.8540261
0.6639612,5.9808173
1.1917487,5.5837193
11.318096,10.496162
12.079483,6.8341007
10.964085,10.288235
7.003936,1.628335
-3.8768723,3.4846048
2.406007,4.213586
-2.39794,7.6312137
7.0699677,0.6840779
0.85054874,5.8192077
0.4349162,4.5549746
1.1702756,7.2217393
-1.7933228,7.989164
9.613329,10.516025
6.390946,-2.0938313
-2.5553224,3.701035
0.48565543,6.4384317
4.7876477,1.8770512
11.559033,9.007707
-2.692588,7.60357
2.6868615,8.628376
2.021921,4.2156568
1.0653888,6.7700267
-3.3031883,1.9770309
-2.024355,7.6382933
-1.8801647,3.0461538
0.1191649,4.8403907
5.759023,1.2249832
10.378765,9.436005
-3.9399743,3.3262053
1.4500327,8.502794
-3.0635924,1.8766491
1.0235224,3.0570316
-1.751261,3.7352598
2.7518055,8.266975
1.9564013,4.9033895
12.569852,7.6819406
0.7519815,6.140112
11.890379,10.377258
11.065509,9.940512
7.6496634,-2.6644282
-2.151147,6.6415772
12.068115,9.845629
6.75758,-2.4844718
9.25816,9.769276
7.0133853,-0.106168635
7.1725473,-0.21073587
0.40768698,6.4251804
1.7979443,4.7528405
0.9984563,5.661704
11.756556,10.673809
6.9352984,-2.043774
-2.609227,3.863722
5.1137543,1.7841257
6.952437,-2.9241931
12.957674,7.5269785
8.03426,-0.6097059
0.6020461,4.1576686
-3.1914697,2.042831
0.8777549,3.88287
1.7693648,3.4500463
12.920347,7.5578747
10.115264,10.836262
9.851211,9.963887
10.593608,9.107888
2.0036726,3.4174092
12.074887,6.735283
-1.0469042,7.3749614
7.886313,-0.63960356
0.44509402,6.3229446
-2.6499383,7.52621
10.0436,10.871517
-3.289134,3.7269053
-2.514929,2.6086254
1.7705519,7.6092305
-0.7228567,5.957703
-3.3543715,3.6645849
11.381417,10.225298
0.34793675,4.8671765
4.9547615,2.056169
11.9535,10.840137
5.6095924,1.3028343
11.376225,9.970323
1.0945241,8.244022
8.105158,-0.67071515
11.274751,6.886913
3.4200253,3.2991402
-2.2517376,2.1060507
10.17433,8.45227
7.2935753,-2.2179887
2.794051,3.5401053
2.0746531,3.5039964
-3.2148101,2.0444412
7.326543,1.1861013
0.64023226,5.1158752
2.7810152,9.143004
1.5104773,8.507789
0.8357018,4.146998
-0.56538403,6.6674557
2.269289,4.274115
1.5828663,6.8630924
9.604628,10.046088
1.5836916,3.8706264
-1.8388921,6.7891445
10.232579,10.359427
7.7422643,-0.64494646
-0.50066394,6.9649134
5.0178733,1.9845897
-3.8754454,3.5428493
-2.750559,3.8142185
1.2916927,4.374185
-1.6476293,7.3006654
9.527817,9.998149
11.470235,10.815817
11.794067,10.037125
6.42331,0.3892977
6.947739,0.29144692
-2.5511935,3.2885072
8.067695,-0.6453572
0.79204756,4.064294
2.1718352,3.8010108
-3.328301,1.9112644
11.607112,7.3632917
6.852623,-3.0629778
10.441065,10.983236
4.796506,1.7531233
4.5359845,1.8916247
6.382896,-2.0378475
9.544179,9.2859955
-0.52039033,5.8458123
1.8166295,8.235218
-1.2581916,6.165658
-0.49585462,6.840317
12.393663,7.605622
9.943019,9.508257
4.9073133,1.2223148
9.948014,10.484242
11.981276,7.016685
10.114648,9.207733
4.917671,2.022759
9.487204,9.581576
0.5368207,4.0809336
-0.6493203,6.834001
7.6129837,-0.52452886
5.6190267,0.9948158
6.621361,-2.7294028
7.780673,-1.9528546
-3.2344508,3.7581728
6.5369163,0.32416034
-3.2793179,1.9816592
2.4326432,3.9543393
2.4310138,4.5149226
7.9860783,-0.63617337
1.6101729,5.048613
1.7424036,4.0427256
2.7814465,8.327447
1.9683273,3.9889176
6.909341,0.26158148
10.134277,10.764396
11.985802,6.7637014
1.2908667,7.5698233
7.722245,0.30211163
11.780376,7.512173
11.741573,10.491763
10.514183,9.531516
-2.4703603,7.2765613
-2.5482395,3.3170364
7.3896203,1.7702959
11.70347,7.084992
1.4021292,8.456257
10.755502,8.960951
8.042705,-0.64329123
7.6092057,-2.787782
10.058285,10.243319
0.4812385,4.919505
-2.4663122,3.3494282
6.548404,-2.3554244
-0.49051008,6.717113
-2.3894346,7.036522
2.199318,3.8630064
2.001576,4.218102
-3.230037,3.3759198
7.8117566,-2.5883205
10.260806,9.42555
6.9143524,1.3157142
-3.2396288,3.9245403
-2.6278222,2.3712013
5.4126806,2.00584
7.110894,-0.22665869
-1.9994812,4.0659432
1.9962758,4.901888
2.1569097,4.439395
1.9893347,3.399757
-2.346554,2.3054047
6.4291162,-2.1980896
-3.4242601,3.8851192
0.8224785,4.5418653
0.3664498,5.3226757
6.8023825,-3.1431696
10.3255005,10.54005
11.397476,10.224236
-2.8655095,3.3874295
4.7660847,1.3525646
10.188025,8.487119
10.409088,11.191653
4.580702,2.4276366
0.98696196,7.960952
1.6338093,5.3589377
12.096692,9.871253
-2.0196698,3.9409695
-3.4528203,1.9044316
1.082865,5.0787435
7.7073636,-2.2660031
7.7369676,-2.3778641
2.0952318,4.34054
10.897344,9.3572445
-2.1990533,7.4060645
5.8186255,0.9277452
10.527312,10.422338
9.290571,9.832922
1.2883192,8.449981
7.302393,1.1040465
-0.63058394,6.5293946
0.7853815,4.289288
-2.5025547,7.2375317
-3.9194145,3.2753718
-2.8858697,3.378678
10.600631,9.662518
-0.5979916,6.325732
0.1955981,6.1031814
4.6189895,1.5761884
0.8899653,8.190971
12.305184,9.9373665
7.1002774,-0.26073328
10.081197,8.965946
-1.4452859,3.0672715
10.132313,9.043779
-3.656485,4.04985
11.212274,6.8824997
0.6389387,5.7170644
7.4105864,1.3065647
11.413628,10.250133
-1.764824,7.036862
9.847476,9.779457
10.127512,9.972678
11.436338,10.001627
4.9018445,1.2677909
7.2565,-3.0976164
11.725805,6.8625007
9.7358885,9.883784
-0.43866473,6.8765035
0.76883155,4.285529
12.687776,7.301152
5.7175655,1.8693354
2.4404464,4.0113063
10.106479,9.876114
6.391275,-2.1361632
-2.701304,2.1065578
7.2396874,1.0452745
-0.02352299,6.4677243
9.727958,10.60886
7.0709863,-0.20883945
2.8970656,3.577484
6.9335637,-3.1333508
5.524036,1.1007996
6.567523,1.0237536
12.778902,7.362158
11.711442,8.906799
10.410352,11.045236
0.98537886,4.21633
4.567049,1.5067642
9.884231,10.677108
1.8632085,8.094189
6.6782446,0.044599876
4.925345,1.5551772
12.994359,7.55447
6.0611086,1.8419534
-3.3708076,1.9660857
11.424615,10.647608
2.22902,4.116685
-0.9476783,6.8289685
9.646026,10.523792
9.736048,10.64841
-1.6215906,7.3485556
5.6736345,1.3388274
12.049906,10.84007
6.200311,1.1772687
2.9352727,9.065427
12.265795,9.932292
11.233995,9.620313
1.7033496,5.971577
-2.5295284,2.6409228
12.92473,7.5815783
10.204955,8.38394
7.073251,1.3848332
0.56054425,5.7375765
10.376412,9.418303
1.2782725,4.530818
-2.2026474,6.793923
11.470872,7.57708
1.1132908,7.710039
10.740119,10.722878
4.5125523,2.1280477
9.759428,10.245313
1.3284669,3.2589607
4.856015,1.1741322
5.99679,1.5016425
11.186132,6.881485
7.3041306,-0.25768155
12.775641,7.835276
-2.3753688,2.411258
7.015944,0.11208312
2.5359552,4.4195924
11.959339,9.806635
11.797683,9.775896
2.5601225,3.625415
1.5133592,8.456364
0.5475386,3.4976509
10.042658,9.51138
11.750417,9.581426
0.36039984,3.8867085
-2.6511915,2.118449
1.734584,6.083901
1.6275572,7.9214287
-3.1572323,1.8693495
2.2012045,4.0399556
-2.4639153,1.7955548
5.76014,0.9657363
5.0138855,1.1602015
1.4178337,7.357675
-2.393613,7.293398
9.620941,9.015177
-1.0927554,6.602035
7.827676,1.5272114
10.239719,10.946286
0.8725077,7.7804937
12.307588,10.184987
10.088217,10.60125
2.0568812,4.676036
6.6002355,-2.677344
-0.7983898,6.5906196
12.310585,7.7744627
1.6019046,5.0769224
12.319039,10.162327
9.949051,9.831576
12.332693,8.040956
12.276424,9.867474
-2.333895,7.042572
5.8479443,1.5651213
11.42637,10.425617
7.6401587,-2.6992776
2.340386,4.083284
11.4412565,9.584073
-3.9736502,3.317096
6.798201,-2.5773556
6.849961,0.94827664
10.3925905,10.778295
2.1889722,4.2693977
2.0597792,4.6317267
12.228519,9.998933
9.795645,8.9839
5.6741424,1.6877911
7.1269,0.7416496
-2.4517667,3.3607793
-0.46242872,6.794237
-2.4005399,1.8362888
0.35651177,5.3499727
11.460519,8.111118
7.6457562,-2.143943
-2.707805,7.527851
7.6539125,0.15535092
-1.5784668,7.2150173
7.7090077,0.30583018
10.273112,11.012593
1.2160313,6.9030666
6.4438257,-2.1824577
-1.9849355,7.9847927
-2.4012167,3.569548
11.195139,7.1887283
-2.2579813,7.4393783
1.0474169,5.800062
11.558956,10.158223
0.948884,7.724572
11.709438,10.024523
4.733336,2.2820609
-3.0590463,4.0605736
10.046163,8.834912
10.5996275,9.536805
1.2828594,5.6012044
0.113989115,6.4071546
6.1212196,0.5727104
7.67315,1.4664663
6.9508886,0.032315675
-1.6203104,7.955468
12.748658,7.6636224
7.6487594,-2.1531374
-1.9979746,6.8749757
2.3627787,3.5276763
5.997643,1.564586
6.269452,0.9144001
0.6492085,4.9550343
11.994351,10.451148
7.7758446,0.93836254
10.092966,10.810682
2.8902867,4.584021
12.01449,9.712714
-2.4907212,1.7392955
11.2333975,6.8626323
-2.9820373,3.9692225
7.1582427,-2.8243163
-2.7877967,3.3084402
-2.6011155,7.3902583
1.0435386,7.963459
-3.2361054,3.7081447
1.3613693,4.752285
1.0645585,4.1413713
1.6645329,7.6694684
-2.936687,3.3087218
12.564507,7.806506
0.12555808,4.729176
3.1547256,8.851961
4.957376,1.4052902
1.250937,4.8965693
-2.2064807,6.942341
2.1212425,3.8155615
-1.1001394,6.755217
1.0568467,5.801506
1.9591944,3.5862198
5.203736,2.2681136
-1.7752333,6.968278
10.251705,10.170324
11.994532,10.283822
1.1739182,3.3761904
-2.6486077,7.6520004
1.4461241,7.4870825
-0.6940524,6.954926
6.7057476,1.3875073
-0.37301978,5.9925246
9.787663,9.604176
3.014342,3.4521954
10.378934,9.260859
-3.2082384,3.4247417
6.4289246,-2.1547508
5.1048255,2.1210055
7.6362815,-2.633315
-3.5579696,3.7408767
12.691119,7.8382244
4.509463,1.5305405
4.9347672,1.9141977
0.4188295,4.7325892
-2.000207,6.666921
9.882478,8.885159
-3.087997,3.9038274
2.0215127,3.48958
4.7738285,2.2682862
11.359914,7.659162
1.2703568,3.23168
-2.1585922,6.6197653
-2.0223055,6.8562613
-0.040502075,5.526992
2.1790843,4.129142
-2.185699,7.3814173
11.643691,8.939368
9.921071,10.896878
5.3707066,2.0066683
1.3113325,8.015794
12.446221,7.325837
-1.4362369,7.7583385
-0.40665272,6.5201592
9.952284,9.566378
1.736949,4.067531
10.072845,9.358732
2.002087,4.4865394
7.1414247,0.73965144
1.7005185,7.660943
7.3468127,-2.0799525
12.0985155,6.8247223
0.92700046,5.800947
11.810504,10.938483
0.07460591,4.6850038
-2.481388,2.2706761
10.335042,11.064132
6.771359,-2.50281
0.70969814,3.4322236
0.84504455,3.290199
-3.160459,1.81447
1.6152622,4.791953
2.7926033,9.169689
0.8860459,4.6902294
12.095847,6.794427
2.755886,9.199218
1.2055503,6.932017
5.804264,1.5775659
0.39052537,6.34169
11.2989025,10.580925
6.4583707,-2.13584
10.696056,8.662202
-3.5136724,3.77444
1.4844936,7.505211
0.27747,5.9237504
1.233984,4.642552
2.5676394,8.859158
1.4329029,4.677214
12.189974,9.9798155
7.8290024,1.4475329
1.0461257,8.475594
-2.439385,1.8770092
-1.3024179,7.8639402
2.0259216,4.570814
-3.5930119,3.8075078
9.507097,9.382239
0.6495918,5.127486
9.758337,8.983846
10.256106,9.265971
-3.390665,3.0219936
7.6687217,1.6659915
11.472003,10.143683
10.119927,8.264174
3.090205,8.909668
11.994518,10.618221
0.46524885,5.604895
6.805608,-2.725929
7.3151593,0.96089476
6.4280925,0.88248
7.258645,-2.2772129
7.2719655,0.9730374
-3.8689077,3.438196
6.706417,-2.987673
11.498811,7.6530466
5.3043323,1.5306566
11.222888,9.606276
1.9120717,8.171848
-3.3951688,2.240989
-1.689133,2.9251099
1.3033268,7.059613
-3.4736452,1.9348228
10.4035845,10.346038
-2.1597707,6.820355
6.732822,-2.779405
1.4583976,8.520134
2.5153747,8.725689
7.81608,-2.5913053
1.7940034,7.9680114
0.59875786,5.204473
6.5547085,1.3221861
1.4719898,3.3300169
-0.86477304,6.3843555
0.83996886,5.3392296
11.570728,9.818898
7.7943306,-0.65829235
7.282461,-0.20425682
4.5840173,2.4232175
11.505201,10.526745
10.793811,11.1789875
6.806099,-3.1295228
5.6258907,1.215987
11.786239,8.962597
2.511273,4.2073383
1.2332286,4.7076488
0.5814885,5.180232
10.386804,10.10021
11.454113,10.287694
5.8343616,0.79521376
-0.50906336,6.74069
-0.7527474,5.995079
-2.2820485,7.257082
0.20770742,5.388363
10.980097,7.7424927
7.8835087,-0.7040168
1.3963711,7.1222425
2.1415946,3.8566217
1.9156052,4.897661
9.30214,9.764034
10.5709095,9.7735815
2.4929645,8.515902
11.385701,10.293025
6.663219,-2.838316
11.508721,7.5758557
10.653063,10.312174
1.7250979,3.4940248
7.36239,-2.400209
12.856688,7.5866036
-0.66591984,6.5313854
-2.78728,3.2570875
-3.7508957,3.572979
8.078336,-0.65684646
5.6182857,1.6774473
5.856591,0.76623
2.3205783,4.131128
11.229548,6.886656
6.57274,-2.6564336
2.3853166,3.6432998
-3.4643579,3.8287194
2.8854449,9.118805
6.8175206,-2.818055
5.5954533,0.87197345
9.687325,10.034451
7.6240797,-2.595202
11.417674,10.202141
-1.979366,7.8189054
-2.991491,4.0882697
-1.6608196,7.295207
11.2029505,11.178732
-2.054955,7.620492
0.5679006,7.64819
1.2909322,5.1288977
11.499641,9.98208
2.6376374,9.005174
-3.4146314,2.1625974
5.3715324,1.3449473
-1.77677,3.6837025
-1.6481528,3.7210703
5.8868957,1.4378521
-3.9758801,3.376711
7.6493034,1.6934241
11.688377,8.991643
12.841379,7.8015666
-1.7840043,6.963892
2.1642659,3.8951924
-1.3794062,3.0928063
11.813456,10.265804
1.676411,4.920115
-2.4402456,2.690184
