UMAP1,UMAP2
9.3015375,9.871386
11.220929,6.871488
-3.2507992,1.994141
-1.2928283,6.954237
-0.69130564,5.9272056
2.0178256,4.465469
1.7742412,4.190395
9.403184,9.926389
-2.2608967,3.6089559
6.7348614,-2.7668555
5.321033,2.0906622
-2.2985528,2.5691695
9.6728,9.051943
7.6729527,1.4008743
8.014283,-0.5611516
-2.1347306,7.50994
11.551103,9.589838
-3.3809757,3.432548
7.512795,-2.725838
0.9083252,4.427226
11.848081,8.886029
-1.5705781,7.7575226
1.1330259,6.1157513
-3.270257,1.9754386
6.4826164,-2.4068584
1.1632231,7.726507
7.0614076,0.7194208
-1.6810648,7.3168087
1.6817431,7.77819
2.261431,4.153643
1.6242363,6.825568
9.537181,9.342873
-1.9763255,7.421699
7.005081,-2.812735
7.740031,-0.6341214
-3.1341553,2.3825877
4.7644143,2.3302453
10.380574,8.680056
0.59362036,7.689349
12.698639,7.327007
